Table V9.0,keyName,OriginalKey,ExpandedKey,Duplicate,Activity code
AOBJEXTR,AOR1,NUMTAB+CODEXT+NUMLIG,NUMTAB(Table number) +   CODEXT(Code transcribed) +   NUMLIG(Line no.) +   ,No,
AOBJEXTR,AOR2,NUMTAB+CODLOC+NUMLIG,NUMTAB(Table number) +   CODLOC(Code to transcribe) +   NUMLIG(Line no.) +   ,No,
AOBJLNK,AOK0,SRCOBJ+LIN,SRCOBJ(Source object) +   LIN(Line no.) +   ,No,
AOBJLST,AOL0,ABREV,ABREV(Object code) +   ,No,
AOBJPROP,AOP0,OBJ+NUM,OBJ(Object) +   NUM(Number) +   ,No,
AOBJSEL,AOS0,CODE+MEMO+ALL+USR,CODE(Object code) +   MEMO(Memo code) +   ALL(All) +   USR(User code) +   ,No,
AOBJSEL,AOS1,CODE+NUMORD+ALL,CODE(Object code) +   NUMORD() +   ALL(All) +   ,No,
AOBJTAB,ABREV,ABREV+NUMLIG,ABREV(Object code) +   NUMLIG(Line no.) +   ,No,
AOBJTAB,TABFIC,ABREV+TABFIC+TABABR,ABREV(Object code) +   TABFIC(Tables to open) +   TABABR(Table abbreviation) +   ,No,
AOBJTXT,AOX0,ABREV+IDENT1+IDENT2+IDENT3,ABREV(Object code) +   IDENT1(Identifier 1) +   IDENT2(Identifier 2) +   IDENT3(Identifier 3) +   ,No,
AOBJTXTA,AOM0,ABREV+IDENT1+IDENT2+IDENT3+MOTCLE,ABREV(Object code) +   IDENT1(Identifier 1) +   IDENT2(Identifier 2) +   IDENT3(Identifier 3) +   MOTCLE(Key word) +   ,No,
AOBJTXTA,AOM1,MOTCLE+ABREV+IDENT1+IDENT2+IDENT3,MOTCLE(Key word) +   ABREV(Object code) +   IDENT1(Identifier 1) +   IDENT2(Identifier 2) +   IDENT3(Identifier 3) +   ,No,
APARIMPEXP,APX0,COD,COD(Code) +   ,No,
APATCH,APT0,NUM,NUM(Number) +   ,No,
APATCH,APT1,FIC,FIC(File) +   ,Yes,
APATCH,APT2,TYP+VER+NUMP,TYP(Type) +   VER +   NUMP(No.) +   ,Yes,
APATCHLOG,APT0,AFOLDER+AUPDATE+IDENT,AFOLDER(Folder) +   AUPDATE(Updates) +   IDENT(Identifier) +   ,No,
APATCHLOGD,APLD0,AFOLDER+AUPDATE+IDENT+TYP+LINE,AFOLDER(Folder) +   AUPDATE(Updates) +   IDENT(Identifier) +   TYP(Type) +   LINE(Line) +   ,No,
APATCHMOD,APH0,MODPAT+NUMLIG,MODPAT(Template code) +   NUMLIG(Line no.) +   ,No,
APATCHTMP,APATMP0,NUMREQ+FICNAM+FOLD,NUMREQ(Query no.) +   FICNAM(File name) +   FOLD(Folder) +   ,No,
APLCOM,COMCLE,COMNOM+COMIND,COMNOM(Name) +   COMIND(Index) +   ,No,
APLCOMH,ACMH0,COMNOM,COMNOM(Name) +   ,No,
APLLCK,LCKCLE,LCKSYM+LCKIND,LCKSYM(Symbol) +   LCKIND(Index) +   ,No,
APLLCK,PIDFLG,LCKPID+LCKFLG,LCKPID(Process no.) +   LCKFLG(Transaction flag) +   ,Yes,
APLSTD,CLE,LANCHP+LANNUM+LAN,LANCHP(Chapter) +   LANNUM(Number) +   LAN(Language) +   ,No,
APLSTD,LAN,LAN+LANCHP+LANNUM,LAN(Language) +   LANCHP(Chapter) +   LANNUM(Number) +   ,No,
APOOLBRG,APB1,POOLALIAS,POOLALIAS(Pool alias) +   ,No,
APOOLWS,APW1,CLE,CLE(Key) +   ,No,
APOOLWS,APW2,SOLUTION+DOSSIER+SWEBALIAS+POOLALIAS,SOLUTION(Solution) +   DOSSIER(Folder) +   SWEBALIAS(Web server alias) +   POOLALIAS(Pool alias) +   ,No,
APORTMOD,AMO0,CODUSR+CODTAB+CODMOD,CODUSR(User) +   CODTAB(Tab) +   CODMOD(Module) +   ,No,
APORTMOD,AMO1,VIGNETTE+CODUSR,VIGNETTE(Gadget) +   CODUSR(User) +   ,Yes,
APORTTAB,APA0,CODUSR+CODTAB,CODUSR(User) +   CODTAB(Tab) +   ,No,
APORTTYP,ATP0,CODFA,CODFA(Family code) +   ,No,
APORTUSER,APU0,CODUSR,CODUSR(User) +   ,No,
APORTVIG,AVP0,CODVI,CODVI(Gadget code) +   ,No,
APORTVIG,AVP1,MENUR+RANGR+CODVI,MENUR(Connection menu) +   RANGR(Sequence) +   CODVI(Gadget code) +   ,No,
APRINTDES,AID0,COD+NUM,COD(Code) +   NUM(Number) +   ,No,
APRINTER,AIM0,COD,COD(Code) +   ,No,
APROCESSUS,APR1,CODLEG+CODPRO,CODLEG(Legislation) +   CODPRO(Process code) +   ,No,
APROCESSUS,APR0,CODPRO,CODPRO(Process code) +   ,Yes,
APROCESSUS,APR2,CODPRO+CODLEG,CODPRO(Process code) +   CODLEG(Legislation) +   ,No,
APROCTEXTE,AXP0,CODPRO+CODLEG+LANG+UNIQIDP,CODPRO(Process code) +   CODLEG(Legislation) +   LANG(Language) +   UNIQIDP(Key) +   ,No,
APROCTEXTE,AXP1,LANG+CODPRO+CODLEG+UNIQIDP,LANG(Language) +   CODPRO(Process code) +   CODLEG(Legislation) +   UNIQIDP(Key) +   ,No,
APROFIL,CODPRF,MODULE+CODPRF,MODULE(Module) +   CODPRF(Profile code) +   ,No,
APROFIL,APF1,CODPRF+MODULE,CODPRF(Profile code) +   MODULE(Module) +   ,No,
APROMEN,APO1,LEG+CODMEN,LEG(Legislation) +   CODMEN(Menu code) +   ,No,
APROMEN,APO0,CODMEN,CODMEN(Menu code) +   ,Yes,
APROMEN,APO2,CODMEN+LEG,CODMEN(Menu code) +   LEG(Legislation) +   ,No,
APRTAUS,AIA0,USR+RPTCOD+CMP,USR(User code) +   RPTCOD(Report code) +   CMP(Additional info) +   ,No,
APRTBRW,AP20,AP2BRW,AP2BRW(Supplier) +   ,No,
APTLPAGE,APS0,APSPAG,APSPAG(Dashboard pages) +   ,No,
APTLPAR,APP0,APPTYP+APPCOD,APPTYP(Type) +   APPCOD(Code) +   ,No,
APTLVW,APV0,APVCOD,APVCOD(Code) +   ,No,
AQRESULTS,AQR0,NAME+CREDATTIM,NAME(Last name) +   CREDATTIM(Date time) +   ,No,
ARCHPAR,ARC0,CODARC,CODARC(Archiving code) +   ,No,
ARCHPARE,ARE0,TYPDOC+IDTVOL+NUMLIG,TYPDOC(Document type) +   IDTVOL(Volume identifier) +   NUMLIG(Line no.) +   ,No,
ARCHPARU,ARU0,ARCPRF,ARCPRF(Profile code) +   ,No,
ARCHPARW,ARW0,CODARC+CODPAR,CODARC(Archiving code) +   CODPAR(Parameter code) +   ,No,
AREFAML,ARN0,NOLIB+NUM,NOLIB(Local menu no.) +   NUM(Sequence no.) +   ,No,
AREFTXT,ART0,TXTNUM+NUM,TXTNUM(Text number) +   NUM(Sequence no.) +   ,No,
AREFTXT,ART1,TXTNUM+CODFIC+CODZONE+CLES,TXTNUM(Text number) +   CODFIC(Table code) +   CODZONE(Field code) +   CLES(Key) +   ,No,
AREFTXT,ART2,CODFIC+CODZONE+CLES+TXTNUM,CODFIC(Table code) +   CODZONE(Field code) +   CLES(Key) +   TXTNUM(Text number) +   ,No,
AREPORT,ARP0,RPTCOD,RPTCOD(Report code) +   ,No,
AREPORT,ARP1,GRP+RPTCOD,GRP(Group) +   RPTCOD(Report code) +   ,No,
AREPORTA,ARA0,PATNAM-TIMSTP+TYP+SEQ,PATNAM-TIMSTP +   TYP(Record type) +   SEQ(Sequence) +   ,No,
AREPORTA,ARA1,PATNAM-VER,PATNAM-VER +   ,Yes,
AREPORTA,ARA2,PATNAM+VER+TYP+SEQ,PATNAM(Template file) +   VER(Version) +   TYP(Record type) +   SEQ(Sequence) +   ,No,
AREPORTD,ARD0,RPTCOD+PARNUM,RPTCOD(Report code) +   PARNUM(Parameter no.) +   ,No,
AREPORTD,ARD1,PARCOD+RPTCOD,PARCOD(Description) +   RPTCOD(Report code) +   ,No,
AREPORTG,ARG0,CODPAR+NUM+LIG,CODPAR(Setup code) +   NUM(Number) +   LIG(Line number) +   ,No,
AREPORTM,ARM0,NUMREQ+USR+RPTCOD+NUMLIG,NUMREQ(Query no.) +   USR(Operator) +   RPTCOD(Report code) +   NUMLIG(Line no.) +   ,No,
AREPORTM,ARM1,USR+RPTCOD,USR(Operator) +   RPTCOD(Report code) +   ,Yes,
AREPORTM,ARM2,NUMREQ+USR+SEQREQ+RPTCOD+NUMLIG,NUMREQ(Query no.) +   USR(Operator) +   SEQREQ(Sequence) +   RPTCOD(Report code) +   NUMLIG(Line no.) +   ,No,
AREPORTS,ARO0,RPTCOD,RPTCOD(Report code) +   ,No,
AREPORTV,ARV0,FONCTION+TYPCOD+ETAT+PARAM,FONCTION(Function) +   TYPCOD(Print type) +   ETAT(Report) +   PARAM(Parameter) +   ,No,
AREPORTV,ARV1,TYPCOD+ETAT+PARAM+FONCTION,TYPCOD(Print type) +   ETAT(Report) +   PARAM(Parameter) +   FONCTION(Function) +   ,No,
AREPORTX,ARX0,INTCOD+TYPCOD+EXTCOD+LAN,INTCOD(Internal code) +   TYPCOD(Print type) +   EXTCOD(Print code) +   LAN(Language) +   ,Yes,
AREPORTZ,ARZ0,CODPAR,CODPAR(Setup code) +   ,No,
AROLE,ARL0,OBJ+ROL,OBJ(Object) +   ROL(Permission code) +   ,No,
AROLE,ARL1,ROL+OBJ,ROL(Permission code) +   OBJ(Object) +   ,No,
ASHW,ASW0,CODREP,CODREP(Representation code) +   ,No,
ASHWBLC,ASWB0,CODREP+CODBLC,CODREP(Representation code) +   CODBLC(Block code) +   ,No,
ASHWBLC,ASWB1,CODREP+NIVBLC+CODBLC,CODREP(Representation code) +   NIVBLC(Order) +   CODBLC(Block code) +   ,No,
ASHWCOL,ASWC0,CODREP+CODCOL,CODREP(Representation code) +   CODCOL(Group code) +   ,No,
ASHWEXPPRO,ASWR0,CODREP+ALIAS,CODREP(Code) +   ALIAS(Alias) +   ,No,
ASHWEXPPRO,ASWR1,CODREP+NUMPRO+CODPRO,CODREP(Code) +   NUMPRO(Number) +   CODPRO(Property) +   ,Yes,
ASHWEXPPRO,ASWR2,CODREP+ORDPRO+NUMPRO+CODPRO,CODREP(Code) +   ORDPRO(Order) +   NUMPRO(Number) +   CODPRO(Property) +   ,Yes,
ASHWEXPPRO,ASWR3,CODREP+CODPRO,CODREP(Code) +   CODPRO(Property) +   ,Yes,
ASHWFLD,ASWF0,CODREP+CODFLD,CODREP(Code) +   CODFLD(Field) +   ,No,
ASHWFLD,ASWF1,CODREP+NUMFLD+CODFLD,CODREP(Code) +   NUMFLD(Order) +   CODFLD(Field) +   ,No,
ASHWFLD,ASWF2,CODREP+NUMFLD+NUMLIG+CODFLD,CODREP(Code) +   NUMFLD(Order) +   NUMLIG(Line no.) +   CODFLD(Field) +   ,No,
ASHWLNK,ASWK0,CODREP+AFFLNK+ANCLNK+CODLNK,CODREP(Code) +   AFFLNK(Assignment) +   ANCLNK(Anchor) +   CODLNK(Code) +   ,No,
ASHWLNK,ASWK1,CODREP+ANCLNK+ORDTECLNK+AFFLNK+MENLNK+CODLNK,CODREP(Code) +   ANCLNK(Anchor) +   ORDTECLNK(Order) +   AFFLNK(Assignment) +   MENLNK(Menu) +   CODLNK(Code) +   ,Yes,
ASHWMENU,ASWMN0,CODREP+CODMENU,CODREP(Code) +   CODMENU(Code) +   ,No,
ASHWMENU,ASWMN1,CODREP+PARMENU+ORDMENU+CODMENU,CODREP(Code) +   PARMENU(Parent) +   ORDMENU(Order) +   CODMENU(Code) +   ,No,
ASHWMET,ASWM0,CODREP+CODMET,CODREP(Representation code) +   CODMET(Method code) +   ,No,
ASHWMET,ASWM1,CODREP+NOMET+CODMET,CODREP(Representation code) +   NOMET(Method no.) +   CODMET(Method code) +   ,No,
ASHWOPT,ASWO0,CODREP+OPTCOD,CODREP(Representation code) +   OPTCOD(Option code) +   ,No,
ASHWPAR,ASWP0,CODREP+TYPPAR+TYPKEY+CODFLD+CODLNK+AFFLNK+CODPAR,CODREP(Code) +   TYPPAR(Parameter type) +   TYPKEY(Keys) +   CODFLD(Field) +   CODLNK(Link) +   AFFLNK(Assignment) +   CODPAR(Parameter code) +   ,No,
ASHWPAR,ASWP1,CODREP+TYPPAR+CODFLD+CODLNK+AFFLNK+NUMPAR+TYPKEY+CODPAR,CODREP(Code) +   TYPPAR(Parameter type) +   CODFLD(Field) +   CODLNK(Link) +   AFFLNK(Assignment) +   NUMPAR(Number) +   TYPKEY(Keys) +   CODPAR(Parameter code) +   ,Yes,
ASHWPARMET,ASWMP0,CODREP+CODMET+CODPARMET,CODREP(Representation code) +   CODMET(Method code) +   CODPARMET(Parameter code) +   ,No,
ASHWPARMET,ASWMP1,CODREP+CODMET+NOPARMET+CODPARMET,CODREP(Representation code) +   CODMET(Method code) +   NOPARMET(Number) +   CODPARMET(Parameter code) +   ,Yes,
ASHWSEC,ASWS0,CODREP+CODSEC,CODREP(Representation code) +   CODSEC(Code) +   ,No,
ASHWSEC,ASWS1,CODREP+NIVSEC+CODSEC,CODREP(Representation code) +   NIVSEC(Display order) +   CODSEC(Code) +   ,No,
ASSCONF,,, +   ,,
ASTYLE,ASY0,COD,COD(Code) +   ,No,
ASTYLEC,ASL0,COD+LIG,COD(Code) +   LIG(Line) +   ,No,
ASTYLEP,AYP0,CAT+LIG,CAT(Category) +   LIG(Line) +   ,No,
ASTYLEP,AYP1,CAT+COD,CAT(Category) +   COD(Code) +   ,No,
ASUBPROG,ASU0,PRG+SUBPRG,PRG(Processing) +   SUBPRG(Subprograms) +   ,No,
ASUBPROGD,ASP0,PRG+SUBPRG+LIGNE,PRG(Processing) +   SUBPRG(Subprograms) +   LIGNE(Line) +   ,No,
ASUBPROGD,ASP1,PRG+SUBPRG+PARAM,PRG(Processing) +   SUBPRG(Subprograms) +   PARAM(Description) +   ,No,
ATABAUD,ATA0,CODFIC+NUMLIG,CODFIC(Table code) +   NUMLIG(Line no.) +   ,No,
ATABDIV,CODE,NUMTAB+CODE,NUMTAB(Table number) +   CODE(Code) +   ,No,
ATABIND,CODIND,CODFIC+CODIND,CODFIC(Table code) +   CODIND(Index code) +   ,No,
ATABIND,NUMLIG,CODFIC+NUMLIG+CODIND,CODFIC(Table code) +   NUMLIG(Line no.) +   CODIND(Index code) +   ,No,
ATABLE,CODFIC,CODFIC,CODFIC(Table code) +   ,No,
ATABLE,ABRFIC,ABRFIC,ABRFIC(Table abbreviation) +   ,No,
ATABTAB,CODE,NUMTAB,NUMTAB(Table number) +   ,No,
ATABZON,NUMLIG,CODFIC+NUMLIG+CODZONE,CODFIC(Table code) +   NUMLIG(Line no.) +   CODZONE(Field code) +   ,No,
ATABZON,CODZONE,CODFIC+CODZONE,CODFIC(Table code) +   CODZONE(Field code) +   ,No,
ATABZON,CODTYP,CODTYP+CODFIC+CODZONE,CODTYP(Data type) +   CODFIC(Table code) +   CODZONE(Field code) +   ,No,
ATABZON,LIEN,LIEN+CODFIC+CODZONE,LIEN(Linked table) +   CODFIC(Table code) +   CODZONE(Field code) +   ,No,
ATABZON,DICO,CODZONE,CODZONE(Field code) +   ,Yes,
ATEXMOD,ATM0,MODULE,MODULE(Module) +   ,No,
ATEXTE,NUMERO,LAN+NUMERO,LAN(Language) +   NUMERO(Text number) +   ,No,
ATEXTE,TEXTE,LAN+TEXTE,LAN(Language) +   TEXTE(Text) +   ,Yes,
ATEXTE,CLEREC,LAN+CLEREC,LAN(Language) +   CLEREC(Search key) +   ,Yes,
ATEXTE,DERNUM,NUMERO+LAN,NUMERO(Text number) +   LAN(Language) +   ,No,
ATEXTEXCEP,AEX0,VERORI+LAN+NUMERO,VERORI(Version) +   LAN(Language) +   NUMERO(Number) +   ,No,
ATEXTEXCEP,AEX1,VERORI+NAMREP+SUBREP+SECREP+OBJREP+LAN,VERORI(Version) +   NAMREP(Name) +   SUBREP(Sub-report) +   SECREP(Dimension) +   OBJREP(Object) +   LAN(Language) +   ,No,
ATEXTRA,AXX0,CODFIC+ZONE+LANGUE+IDENT1+IDENT2,CODFIC(Table) +   ZONE(Field) +   LANGUE(Language) +   IDENT1(Identifier 1) +   IDENT2(Identifier 2) +   ,No,
ATEXTRA,AXX1,LANGUE+CODFIC+ZONE,LANGUE(Language) +   CODFIC(Table) +   ZONE(Field) +   ,Yes,
ATMPTRA,ATT0,NUMREQ+LIG,NUMREQ(Query no.) +   LIG(Line number) +   ,No,
ATRADIS,ATS0,NUMERO,NUMERO +   ,No,
ATRADIS,ATS1,LANGUE+EXTDAT,LANGUE +   EXTDAT +   ,Yes,
ATRADIS,ATS2,LANGUE+INTDAT,LANGUE +   INTDAT +   ,Yes,
ATRADIS,ATS3,LANGUE+NUMERO,LANGUE +   NUMERO +   ,No,
ATRANSAC,ATN0,COD,COD(Code) +   ,No,
ATRANSAC,ATN1,OBJGES,OBJGES(Management object) +   ,Yes,
ATYPE,CODTYP,CODTYP,CODTYP(Data type) +   ,No,
ATYPE,GLOBVAR,TYPTYP+CODTYP,TYPTYP(Internal type) +   CODTYP(Data type) +   ,No,
ATYPELNK,ATYL0,CODTYP+CODLNK,CODTYP(Data type) +   CODLNK(Code) +   ,No,
ATYPELPAR,ATYLP0,CODTYP+CODLNK+PARCOD,CODTYP(Data type) +   CODLNK(Code) +   PARCOD(Code) +   ,No,
ATYPEPRO,ATYP0,COD,COD(Code) +   ,No,
ATYPERPAR,ATYRP0,CODTYP+TYPRUL+TRTRUL+PRGRUL+PARCOD,CODTYP(Data type) +   TYPRUL(Type) +   TRTRUL(Processing) +   PRGRUL(Sub-program) +   PARCOD(Code) +   ,No,
ATYPERPAR,ATYRP1,CODTYP+TYPRUL+TRTRUL+PRGRUL+PARORD,CODTYP(Data type) +   TYPRUL(Type) +   TRTRUL(Processing) +   PRGRUL(Sub-program) +   PARORD(Order) +   ,Yes,
ATYPERUL,ATYR0,CODTYP+TYPRUL+TRTRUL+PRGRUL,CODTYP(Data type) +   TYPRUL(Type) +   TRTRUL(Processing) +   PRGRUL(Sub-program) +   ,No,
AUDITBI,AUD0,SEQ,SEQ(Sequence no.) +   ,No,
AUDITBI,AUD1,STA+SEQ,STA(Workflow status) +   SEQ(Sequence no.) +   ,No,
AUDITBI,AUD2,ADOUSR,ADOUSR(X3 user) +   ,Yes,
AUDITBI,AUD3,STABI+SEQ,STABI(Status BI) +   SEQ(Sequence no.) +   ,No,
AUDITH,AUD0,SEQ,SEQ(Sequence no.) +   ,No,
AUDITH,AUD1,STA+SEQ,STA(Workflow status) +   SEQ(Sequence no.) +   ,No,
AUDITH,AUD2,ADOUSR,ADOUSR(X3 user) +   ,Yes,
AUDITH,AUD3,STABI+SEQ,STABI(Status BI) +   SEQ(Sequence no.) +   ,No,
AUDITL,AUL0,SEQ+COL,SEQ(Sequence no.) +   COL(Column) +   ,No,
AURL,AUR0,CODURL,CODURL(Code) +   ,No,
AUSRBPR,AUB0,USR+BPR+ROL,USR(User code) +   BPR(BP) +   ROL(Roles) +   ,No,
AUSRSOL,AUO0,USR,USR(User code) +   ,No,
AUSRSTA,AUA0,NUM,NUM(Number) +   ,No,
AUSRSTA,AUA1,DOSSIER+USR+PER+EVT+ARG1+ARG2,DOSSIER(Folder) +   USR(User code) +   PER(Period) +   EVT(Event) +   ARG1(Argument 1) +   ARG2(Argument 2) +   ,No,
AUTILIS,CODUSR,USR,USR(Code) +   ,No,
AUTILIS,LOGIN,LOGIN,LOGIN(Login) +   ,Yes,
AVALATT,AVA0,CODNUM+SITE+PERIODE+COMP+VALEUR,CODNUM(Sequence number) +   SITE(Site or company) +   PERIODE(Period) +   COMP(Additional info) +   VALEUR(Sequence no.) +   ,No,
AVALNUM,AVN0,CODNUM+SITE+PERIODE+COMP,CODNUM(Sequence number) +   SITE(Site or company) +   PERIODE(Period) +   COMP(Additional info) +   ,No,
AVARLOC,AVR0,TYP+FCT+COD,TYP(Type) +   FCT(Function) +   COD(Code) +   ,No,
AVIEW,AVW0,CODVUE,CODVUE(View code) +   ,No,
AVIEW,AVW1,ABRVUE,ABRVUE(Abbreviation) +   ,Yes,
AVIEWB,AVB0,CODVUE+TYPDBA,CODVUE(View code) +   TYPDBA(Database type) +   ,No,
AVIEWC,AVC0,CODVUE+CODCLE,CODVUE(View code) +   CODCLE(Key code) +   ,No,
AVIEWC,AVC1,CODVUE+NUMLIG+CODCLE,CODVUE(View code) +   NUMLIG(Line no.) +   CODCLE(Key code) +   ,No,
AVIEWD,AVD0,CODVUE+NUMLIG+FLDVUE,CODVUE(View code) +   NUMLIG(Line no.) +   FLDVUE(Fields) +   ,No,
AVIEWD,AVD1,CODVUE+FLDVUE,CODVUE(View code) +   FLDVUE(Fields) +   ,No,
AVIEWD,AVD2,CODTYP+CODVUE+FLDVUE,CODTYP(Data type) +   CODVUE(View code) +   FLDVUE(Fields) +   ,No,
AVOCAB,AVO0,LAN+VER+TYP+CHP+NUM,LAN(Language) +   VER(Version) +   TYP(Text type) +   CHP(Chapter) +   NUM(Number) +   ,No,
AVOLUME,CODE,VOLUME,VOLUME(Volume) +   ,No,
AWEBSERDES,AWY1,PUBLI+GRP+CHP,PUBLI(Publication name) +   GRP(Block) +   CHP(Field) +   ,No,
AWEBSERVIC,AWE1,PUBLI,PUBLI(Publication name) +   ,No,
AWINBOUT,AWT0,WIN+NUM+CODBOUT,WIN(Window) +   NUM(Number) +   CODBOUT(Button code) +   ,No,
AWINBRO,AWB0,WIN,WIN(Window) +   ,No,
AWINDOW,AWI0,WIN,WIN(Window) +   ,No,
AWINDOW,AWI1,OBJ+WIN,OBJ(Object) +   WIN(Window) +   ,No,
AWINDOW,AWI2,OBJ+TRN+WIN,OBJ(Object) +   TRN(Transaction) +   WIN(Window) +   ,No,
AWINPAR,AWP0,WIN+NUM+NOPAR+PARAM,WIN(Window) +   NUM(Number) +   NOPAR(Parameter no.) +   PARAM(Parameter) +   ,No,
AWRKHISDES,AWO0,CHRONO+EMAIL,CHRONO(Sequence no.) +   EMAIL(Email address) +   ,No,
AWRKHISDES,AWO1,LNKHTP,LNKHTP(Http line) +   ,Yes,
AWRKHISJOI,AWJ0,CHRONO+JOINUM,CHRONO(Sequence no.) +   JOINUM(No. attachment) +   ,No,
AWRKHISMES,AWG0,CHRONO,CHRONO(Sequence no.) +   ,No,
AWRKHISMES,AWG1,REFGRP+NUMGRP+CHRONO,REFGRP(Group reference) +   NUMGRP(No. of group) +   CHRONO(Sequence no.) +   ,No,
AWRKHISSUI,AWS0,CHRONO+DEST,CHRONO(Sequence no.) +   DEST(Recipient) +   ,No,
AWRKHISSUI,AWS1,NUMORG+CHRONO+DEST,NUMORG(Origin chrono) +   CHRONO(Sequence no.) +   DEST(Recipient) +   ,No,
AWRKHISSUI,AWS2,DEST+CHRONO,DEST(Recipient) +   CHRONO(Sequence no.) +   ,No,
AWRKHISSUI,AWS3,CHRONO+EMAIL,CHRONO(Sequence no.) +   EMAIL(Recipient e-mail) +   ,Yes,
AWRKHISSUI,AWS4,NUMGRP+CHRONO+USRTOP,NUMGRP(Workflow no.) +   CHRONO(Sequence no.) +   USRTOP(First recipient) +   ,Yes,
AWRKHISSUI,AWS5,TYPEVT+CLEOBJ+IDENTGRP+NUMORG+LEVSIG,TYPEVT(Event type) +   CLEOBJ(Release key) +   IDENTGRP(Line identifier) +   NUMORG(Origin chrono) +   LEVSIG(Signature level) +   ,Yes,
AWRKHISSUI,AWS6,CODWRK+CODEVT+FLGSIG+DEST,CODWRK(Workflow code) +   CODEVT(Event code) +   FLGSIG(Signature flag) +   DEST(Recipient) +   ,Yes,
AWRKLNK,AWM0,MODELE,MODELE(Template code) +   ,No,
AWRKLNK,AWM1,CODSTR+MODELE,CODSTR(Class code) +   MODELE(Template code) +   ,No,
AWRKPAR,AWA0,CODE,CODE(Workflow code) +   ,No,
AWRKPAR,AWA1,TYPEVT+CODEVT+CODE,TYPEVT(Event type) +   CODEVT(Event code) +   CODE(Workflow code) +   ,No,
AWRKPAR,AWA2,CATEG+CODE,CATEG(Category) +   CODE(Workflow code) +   ,No,
AWRKPARC,AWC0,CODE+NUMACT,CODE(Workflow code) +   NUMACT(Order information) +   ,No,
AWRKPARF,AWF0,CODE,CODE(Code) +   ,No,
AWRKPARH,AWH0,CODE,CODE(Workflow code) +   ,No,
AWRKPARX,AWX0,CODE,CODE(Workflow code) +   ,No,
AWRKREG,AWR0,CPY+REGLE,CPY(Company) +   REGLE(Rule code) +   ,No,
AWRKREG,AWR1,REGLE+CPY,REGLE(Rule code) +   CPY(Company) +   ,No,
AWRKREG,AWR2,MODELE+REGLE+CPY,MODELE(Data model) +   REGLE(Rule code) +   CPY(Company) +   ,No,
AWRKREGVAL,AWV0,REGLE+CPY+NUMLIG,REGLE(Rule code) +   CPY(Company) +   NUMLIG(Line no.) +   ,No,
AWRKTAB,AWK0,MODELE+NUMLIG,MODELE(Template code) +   NUMLIG(Line no.) +   ,No,
AWRKTRN,AWW0,WRKTRN,WRKTRN(Transaction code) +   ,No,
AWRKTRND,AWD0,WRKTRN+NUMMSK,WRKTRN(Transaction code) +   NUMMSK(Number) +   ,No,
AWRKUSR,AWU0,USER+NUMDEL,USER(User code) +   NUMDEL(Delegate no.) +   ,No,
AWSDL,AXL0,CWSDL,CWSDL(Code) +   ,No,
AWSDL1,AX10,CWSDL+TWSDL+NWSDL,CWSDL(Code) +   TWSDL(Type) +   NWSDL(Line number) +   ,No,
AYTACT,AYA0,FCYCOD+ACTCOD,FCYCOD +   ACTCOD +   ,No,
AYTADVPAR,AYU0,FCYCOD+OBJTYP+OBJCOD+LIN,FCYCOD +   OBJTYP +   OBJCOD +   LIN +   ,No,
AYTBASKED,AYK0,NUM+BASKLIN,NUM +   BASKLIN +   ,No,
AYTDOC,AYY2,LAN+DOCCOD,LAN +   DOCCOD +   ,No,
AYTDOC,AYY0,DOCCOD+LAN,DOCCOD +   LAN +   ,No,
AYTDOC,AYY1,CAT+BRWX3,CAT +   BRWX3 +   ,No,
AYTELTBLC,AYB0,FCYCOD+BLCCOD,FCYCOD +   BLCCOD +   ,No,
AYTELTBLCW,AYW0,FCYCOD+BLCWHNCOD,FCYCOD +   BLCWHNCOD +   ,No,
AYTELTDLK,AYL0,FCYCOD+DLKCOD,FCYCOD +   DLKCOD +   ,No,
AYTELTFLD,AYF0,FCYCOD+FIECOD,FCYCOD +   FIECOD +   ,No,
AYTELTSPE,AYX0,FCYCOD+SPXCOD,FCYCOD +   SPXCOD +   ,No,
AYTENT,AYE0,FCYCOD+ENTCOD,FCYCOD +   ENTCOD +   ,No,
AYTFCY,AYS0,FCYCOD,FCYCOD +   ,No,
AYTFRM,AYZ0,FRMCOD,FRMCOD +   ,No,
AYTFRM,AYZ1,TYP+FRMCOD,TYP +   FRMCOD +   ,No,
AYTINT,AYI0,FCYCOD+INTCOD,FCYCOD +   INTCOD +   ,No,
AYTINT,AYI1,WEBSRCCOD,WEBSRCCOD +   ,Yes,
AYTLINES,AYN0,FCYCOD+LINCODTYP+LINCOD+LINTYP+LINNUM,FCYCOD +   LINCODTYP +   LINCOD +   LINTYP +   LINNUM +   ,No,
AYTMEN,AYC0,FCYCOD+MENCOD,FCYCOD +   MENCOD +   ,No,
AYTMES,AYM0,FCYCOD+MESCOD,FCYCOD +   MESCOD +   ,No,
AYTMES,AYM1,CAT+BRWX3,CAT +   BRWX3 +   ,No,
AYTPAG,AYG0,FCYCOD+PAGCOD,FCYCOD +   PAGCOD +   ,No,
AYTPOOWEB,AYO0,POOCOD,POOCOD +   ,No,
AYTPOOWEB,AY1,POOX3+POOCOD,POOX3 +   POOCOD +   ,No,
AYTPRF,AYD0,FCYCOD+PRFCOD,FCYCOD +   PRFCOD +   ,No,
AYTPRFUSR,AYH0,CODPRF,CODPRF +   ,No,
