Table,Abbreviation,Description,Module,Activity code,Column,Normal title,Dim.,Type,Length,Menu,Link expression,Cancellation,Act
ABIDATMRT,ABM,Datamart,Supervisor,ABI,ANSI,ANSI standard,,M,4.0,1.0,,,
ABIDATMRT,ABM,Datamart,Supervisor,ABI,AUUID,Single identifier,,AUUID,,,,,
ABIDATMRT,ABM,Datamart,Supervisor,ABI,AUZFCY,Authorization site,,M,4.0,1.0,,,
ABIDATMRT,ABM,Datamart,Supervisor,ABI,COD,Code,,ABM,,,[ABM]ABM0=[ABM]COD,Delete,
ABIDATMRT,ABM,Datamart,Supervisor,ABI,CODABF,Fact tables,50.0,ABF,,,[ABF]ABF0=[ABM]CODABF,Block,
ABIDATMRT,ABM,Datamart,Supervisor,ABI,CODACT,Activity code,,ACV,,,[ACV]CODACT=[ABM]CODACT,Block,
ABIDATMRT,ABM,Datamart,Supervisor,ABI,COMPL,Additional info,,M,4.0,1.0,,,
ABIDATMRT,ABM,Datamart,Supervisor,ABI,CREDAT,Date created,,D,,,,,
ABIDATMRT,ABM,Datamart,Supervisor,ABI,CREDATTIM,Date time,,ADATIM,,,,,
ABIDATMRT,ABM,Datamart,Supervisor,ABI,CREUSR,Creation user,,AUS,,,[AUS]CODUSR=[ABM]CREUSR,Other,
ABIDATMRT,ABM,Datamart,Supervisor,ABI,DATNUL,Null date management,,M,4.0,1.0,,,
ABIDATMRT,ABM,Datamart,Supervisor,ABI,DUREE,Duration,,L,8.0,,,,
ABIDATMRT,ABM,Datamart,Supervisor,ABI,FNC,Function,,AFC,,,[AFC]CODINT=[ABM]FNC,Block,
ABIDATMRT,ABM,Datamart,Supervisor,ABI,INTIT,Description,,ATX,,,,,
ABIDATMRT,ABM,Datamart,Supervisor,ABI,MESURE,Flag class,,M,4.0,1.0,,,
ABIDATMRT,ABM,Datamart,Supervisor,ABI,MODULE,Module,,M,15.0,14.0,,,
ABIDATMRT,ABM,Datamart,Supervisor,ABI,NBRABF,No. of tables,,C,4.0,,,,
ABIDATMRT,ABM,Datamart,Supervisor,ABI,PREFIX,Prefix,,M,4.0,1.0,,,
ABIDATMRT,ABM,Datamart,Supervisor,ABI,RESULT,Result,,L,8.0,,,,
ABIDATMRT,ABM,Datamart,Supervisor,ABI,SCLASS,Sub-class,,M,4.0,1.0,,,
ABIDATMRT,ABM,Datamart,Supervisor,ABI,UPDDAT,Change date,,D,,,,,
ABIDATMRT,ABM,Datamart,Supervisor,ABI,UPDDATTIM,Date time,,ADATIM,,,,,
ABIDATMRT,ABM,Datamart,Supervisor,ABI,UPDUSR,Change user,,AUS,,,[AUS]CODUSR=[ABM]UPDUSR,Other,
ABIDATWRH,ABW,Data warehouse,Supervisor,ABI,ADXDOS,Folder,20.0,ADD,,,,,
ABIDATWRH,ABW,Data warehouse,Supervisor,ABI,AUUID,Single identifier,,AUUID,,,,,
ABIDATWRH,ABW,Data warehouse,Supervisor,ABI,COD,Code,,ABW,,,[ABW]ABW0=[ABW]COD,Delete,
ABIDATWRH,ABW,Data warehouse,Supervisor,ABI,CODABM,Datamart,50.0,ABM,,,[ABM]ABM0=[ABW]CODABM,Block,
ABIDATWRH,ABW,Data warehouse,Supervisor,ABI,CODDBA,Format,,M,10.0,930.0,,,
ABIDATWRH,ABW,Data warehouse,Supervisor,ABI,CREDAT,Date created,,D,,,,,
ABIDATWRH,ABW,Data warehouse,Supervisor,ABI,CREDATTIM,Date time,,ADATIM,,,,,
ABIDATWRH,ABW,Data warehouse,Supervisor,ABI,CREUSR,Creation user,,AUS,,,[AUS]CODUSR=[ABW]CREUSR,Other,
ABIDATWRH,ABW,Data warehouse,Supervisor,ABI,GRPFIL,Use file groups,,M,4.0,1.0,,,
ABIDATWRH,ABW,Data warehouse,Supervisor,ABI,INTIT,Description,,DES,,,,,
ABIDATWRH,ABW,Data warehouse,Supervisor,ABI,LAN,Language,,LAN,,,[TLA]TLA0=[ABW]LAN,Block,
ABIDATWRH,ABW,Data warehouse,Supervisor,ABI,NBRABM,Number of lines,,C,4.0,,,,
ABIDATWRH,ABW,Data warehouse,Supervisor,ABI,NBRDOS,No. folders,,ABS,,,,,
ABIDATWRH,ABW,Data warehouse,Supervisor,ABI,SIZDAT,Data size,,L,8.0,,,,
ABIDATWRH,ABW,Data warehouse,Supervisor,ABI,SIZIDX,Index size,,L,8.0,,,,
ABIDATWRH,ABW,Data warehouse,Supervisor,ABI,SOLBI,BI solution,,ASO,,,,,
ABIDATWRH,ABW,Data warehouse,Supervisor,ABI,UPDDAT,Change date,,D,,,,,
ABIDATWRH,ABW,Data warehouse,Supervisor,ABI,UPDDATTIM,Date time,,ADATIM,,,,,
ABIDATWRH,ABW,Data warehouse,Supervisor,ABI,UPDUSR,Change user,,AUS,,,[AUS]CODUSR=[ABW]UPDUSR,Other,
ABIDIM,ABI,Dimensions,Supervisor,ABI,ABRDIM,Abbreviation,,ABR,,,,,
ABIDIM,ABI,Dimensions,Supervisor,ABI,ABRLNK,Abbreviation,11.0,ABR,,,,,
ABIDIM,ABI,Dimensions,Supervisor,ABI,ADXDOS,Folder,20.0,ADD,,,,,
ABIDIM,ABI,Dimensions,Supervisor,ABI,AUUID,Single identifier,,AUUID,,,,,
ABIDIM,ABI,Dimensions,Supervisor,ABI,CLE,Key,,A,80.0,,,,
ABIDIM,ABI,Dimensions,Supervisor,ABI,CLELNK,Link key,11.0,ANX,,,,,
ABIDIM,ABI,Dimensions,Supervisor,ABI,CODACT,Activity code,,ACV,,,[ACV]CODACT=[ABI]CODACT,Block,
ABIDIM,ABI,Dimensions,Supervisor,ABI,CODDIM,Dimension,,ABI,,,[ABI]ABI0=[ABI]CODDIM,Delete,
ABIDIM,ABI,Dimensions,Supervisor,ABI,CREDAT,Date created,,D,,,,,
ABIDIM,ABI,Dimensions,Supervisor,ABI,CREDATTIM,Date time,,ADATIM,,,,,
ABIDIM,ABI,Dimensions,Supervisor,ABI,CREUSR,Creation user,,AUS,,,[AUS]CODUSR=[ABI]CREUSR,Other,
ABIDIM,ABI,Dimensions,Supervisor,ABI,DATMAJ,Update date,,D,,,,,
ABIDIM,ABI,Dimensions,Supervisor,ABI,EXPLNK,Link expression,11.0,A,80.0,,,,
ABIDIM,ABI,Dimensions,Supervisor,ABI,FILTRE,Filter,,AFR,250.0,,,,
ABIDIM,ABI,Dimensions,Supervisor,ABI,FLDDAT,Date field,11.0,M,4.0,1.0,,,
ABIDIM,ABI,Dimensions,Supervisor,ABI,INDLEC,Key,,ANX,,,,,
ABIDIM,ABI,Dimensions,Supervisor,ABI,INTEVAL,Evaluated title,,A,60.0,,,,
ABIDIM,ABI,Dimensions,Supervisor,ABI,INTIT,Description,,ATX,,,,,
ABIDIM,ABI,Dimensions,Supervisor,ABI,MODULE,Module,,M,15.0,14.0,,,
ABIDIM,ABI,Dimensions,Supervisor,ABI,MULDOS,Multi-folder,,M,4.0,1.0,,,
ABIDIM,ABI,Dimensions,Supervisor,ABI,NBRDOS,No. folders,,ABS,,,,,
ABIDIM,ABI,Dimensions,Supervisor,ABI,NBRLNK,No. of tables,,ABS,,,,,
ABIDIM,ABI,Dimensions,Supervisor,ABI,NOMBRE,Number,,M,4.0,1.0,,,
ABIDIM,ABI,Dimensions,Supervisor,ABI,SUPVID,Deletion empty,,M,4.0,1.0,,,
ABIDIM,ABI,Dimensions,Supervisor,ABI,TABLNK,Linked tables,11.0,A,12.0,,,,
ABIDIM,ABI,Dimensions,Supervisor,ABI,TABORG,Origin table,,ATB,,,[ATB]CODFIC=[ABI]TABORG,Block,
ABIDIM,ABI,Dimensions,Supervisor,ABI,TRTSPE,Specific,,ADC,,,,,
ABIDIM,ABI,Dimensions,Supervisor,ABI,TRTSPV,Vertical processing,,ADC,,,,,
ABIDIM,ABI,Dimensions,Supervisor,ABI,TRTSTD,Standard processing,,ADC,,,,,
ABIDIM,ABI,Dimensions,Supervisor,ABI,TYPLNK,Link type,11.0,M,5.0,2916.0,,,
ABIDIM,ABI,Dimensions,Supervisor,ABI,TYPMAJ,Update type,,M,4.0,7820.0,,,
ABIDIM,ABI,Dimensions,Supervisor,ABI,UPDDAT,Change date,,D,,,,,
ABIDIM,ABI,Dimensions,Supervisor,ABI,UPDDATTIM,Date time,,ADATIM,,,,,
ABIDIM,ABI,Dimensions,Supervisor,ABI,UPDUSR,Change user,,AUS,,,[AUS]CODUSR=[ABI]UPDUSR,Other,
ABIDIMFLD,ABJ,Dimensions (fields),Supervisor,ABI,ACTDIM,Activity code,,ACV,,,[ACV]CODACT=[ABJ]ACTDIM,Block,
ABIDIMFLD,ABJ,Dimensions (fields),Supervisor,ABI,AUTO,Self-join,,ATX,,,,,
ABIDIMFLD,ABJ,Dimensions (fields),Supervisor,ABI,AUTOEVAL,Self-join,,A,60.0,,,,
ABIDIMFLD,ABJ,Dimensions (fields),Supervisor,ABI,AUUID,Single identifier,,AUUID,,,,,
ABIDIMFLD,ABJ,Dimensions (fields),Supervisor,ABI,CODDIM,Dimension,,ABI,,,[ABI]ABI0=[ABJ]CODDIM,Delete,
ABIDIMFLD,ABJ,Dimensions (fields),Supervisor,ABI,CODTYP,Data type,,ATY,,,[ATY]CODTYP=[ABJ]CODTYP,Block,
ABIDIMFLD,ABJ,Dimensions (fields),Supervisor,ABI,CREDATTIM,Date time,,ADATIM,,,,,
ABIDIMFLD,ABJ,Dimensions (fields),Supervisor,ABI,CREUSR,User,,AUS,,,[AUS]CODUSR=[ABJ]CREUSR,Other,
ABIDIMFLD,ABJ,Dimensions (fields),Supervisor,ABI,DIMFAT,Parent dimension,,ABI,,,[ABI]ABI0=[ABJ]DIMFAT,Block,
ABIDIMFLD,ABJ,Dimensions (fields),Supervisor,ABI,DIMFLD,Name of field,,AVA,,,,,
ABIDIMFLD,ABJ,Dimensions (fields),Supervisor,ABI,DIMINT,Dimension,,ATX,,,,,
ABIDIMFLD,ABJ,Dimensions (fields),Supervisor,ABI,DIMVALINT,Evaluated title,,A,60.0,,,,
ABIDIMFLD,ABJ,Dimensions (fields),Supervisor,ABI,FLDDIM,Field code,,AVA,,,,,
ABIDIMFLD,ABJ,Dimensions (fields),Supervisor,ABI,FLDLIE,Linked object,,AVA,,,,,
ABIDIMFLD,ABJ,Dimensions (fields),Supervisor,ABI,FLDORG,Formula,,AFR,250.0,,,,
ABIDIMFLD,ABJ,Dimensions (fields),Supervisor,ABI,INTDIM,Description,,ATX,,,,,
ABIDIMFLD,ABJ,Dimensions (fields),Supervisor,ABI,INTVALDIM,Evaluated title,,A,60.0,,,,
ABIDIMFLD,ABJ,Dimensions (fields),Supervisor,ABI,LNG,Length,,DCB,4.0,,,,
ABIDIMFLD,ABJ,Dimensions (fields),Supervisor,ABI,MENLOC,Local menu number,,MNL,,,,,
ABIDIMFLD,ABJ,Dimensions (fields),Supervisor,ABI,NUMDIM,Line number,,C,4.0,,,,
ABIDIMFLD,ABJ,Dimensions (fields),Supervisor,ABI,OPTJNT,Join option,,M,15.0,7823.0,,,
ABIDIMFLD,ABJ,Dimensions (fields),Supervisor,ABI,TABDIV,Miscellaneous table,,ADV,,,[ADV]CODE=[ABJ]TABDIV,Block,
ABIDIMFLD,ABJ,Dimensions (fields),Supervisor,ABI,TUNNEL,Tunnel toward object,,M,4.0,1.0,,,
ABIDIMFLD,ABJ,Dimensions (fields),Supervisor,ABI,TYPDAT,Date type,,A,10.0,,,,
ABIDIMFLD,ABJ,Dimensions (fields),Supervisor,ABI,TYPFLD,Field type,,M,15.0,7826.0,,,
ABIDIMFLD,ABJ,Dimensions (fields),Supervisor,ABI,UPDDATTIM,Date time,,ADATIM,,,,,
ABIDIMFLD,ABJ,Dimensions (fields),Supervisor,ABI,UPDUSR,User,,AUS,,,[AUS]CODUSR=[ABJ]UPDUSR,Other,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,ABM,Datamart,,ABM,,,[ABM]ABM0=[AHH]ABM,Block,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,ACV,Activity code,,ACV,,,[ACV]CODACT=[AHH]ACV,Block,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,AUUID,Single identifier,,AUUID,,,,,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,COD,Code,,AHH,,,[AHH]AHH0=[AHH]COD,Delete,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,CODABF,Fact table,15.0,ABF,,,[ABF]ABF0=[AHH]CODABF,Block,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,CODDIM1,Dimension,15.0,ABI,,,[ABI]ABI0=[AHH]CODDIM1,Block,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,CODDIM2,Dimension,15.0,ABI,,,[ABI]ABI0=[AHH]CODDIM2,Block,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,CODDIM3,Dimension,15.0,ABI,,,[ABI]ABI0=[AHH]CODDIM3,Block,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,CODDIM4,Dimension,15.0,ABI,,,[ABI]ABI0=[AHH]CODDIM4,Block,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,CODDIM5,Dimension,15.0,ABI,,,[ABI]ABI0=[AHH]CODDIM5,Block,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,CODDIM6,Dimension,15.0,ABI,,,[ABI]ABI0=[AHH]CODDIM6,Block,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,CODDIM7,Dimension,15.0,ABI,,,[ABI]ABI0=[AHH]CODDIM7,Block,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,CODDIM8,Dimension,15.0,ABI,,,[ABI]ABI0=[AHH]CODDIM8,Block,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,CODDIM9,Dimension,15.0,ABI,,,[ABI]ABI0=[AHH]CODDIM9,Block,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,CODFLD,Field code,15.0,AVA,,,,,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,CREDAT,Date created,,D,,,,,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,CREDATTIM,Date time,,ADATIM,,,,,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,CREUSR,Creation user,,AUS,,,[AUS]CODUSR=[AHH]CREUSR,Other,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,DES,Description,,ATX,,,,,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,FLDDIM1,Field code,15.0,AVA,,,,,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,FLDDIM2,Field code,15.0,AVA,,,,,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,FLDDIM3,Field code,15.0,AVA,,,,,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,FLDDIM4,Field code,15.0,AVA,,,,,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,FLDDIM5,Field code,15.0,AVA,,,,,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,FLDDIM6,Field code,15.0,AVA,,,,,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,FLDDIM7,Field code,15.0,AVA,,,,,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,FLDDIM8,Field code,15.0,AVA,,,,,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,FLDDIM9,Field code,15.0,AVA,,,,,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,INTEVAL,Evaluated title,,A,60.0,,,,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,MODULE,Module,,M,15.0,14.0,,,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,NBAHH,Number,,C,4.0,,,,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,NIVEAU,Level,,C,4.0,,,,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,TYPOPT,Option,15.0,A,15.0,,,,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,UPDDAT,Change date,,D,,,,,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,UPDDATTIM,Date time,,ADATIM,,,,,
ABIHIERA,AHH,Hierarchies,Supervisor,ABI,UPDUSR,Change user,,AUS,,,[AUS]CODUSR=[AHH]UPDUSR,Other,
ABIPRFUSR,AIU,BI user profile,Supervisor,ABI,AUUID,Single identifier,,AUUID,,,,,
ABIPRFUSR,AIU,BI user profile,Supervisor,ABI,CREDAT,Date created,,D,,,,,
ABIPRFUSR,AIU,BI user profile,Supervisor,ABI,CREDATTIM,Date time,,ADATIM,,,,,
ABIPRFUSR,AIU,BI user profile,Supervisor,ABI,CREUSR,Creation user,,AUS,,,[AUS]CODUSR=[AIU]CREUSR,Other,
ABIPRFUSR,AIU,BI user profile,Supervisor,ABI,INTUSR,Description,,AX3,,,,,
ABIPRFUSR,AIU,BI user profile,Supervisor,ABI,MODE,Method,,M,15.0,7835.0,,,
ABIPRFUSR,AIU,BI user profile,Supervisor,ABI,PRF,Profile code,,AIU,,,[AIU]AIU0=[AIU]PRF,Delete,
ABIPRFUSR,AIU,BI user profile,Supervisor,ABI,PWD,BI password,,A,24.0,,,,
ABIPRFUSR,AIU,BI user profile,Supervisor,ABI,UPDDAT,Change date,,D,,,,,
ABIPRFUSR,AIU,BI user profile,Supervisor,ABI,UPDDATTIM,Date time,,ADATIM,,,,,
ABIPRFUSR,AIU,BI user profile,Supervisor,ABI,UPDUSR,Change user,,AUS,,,[AUS]CODUSR=[AIU]UPDUSR,Other,
ABIPRFUSR,AIU,BI user profile,Supervisor,ABI,USR,BI user,,A,30.0,,,,
ABIREGDES,ABY,Synchronization rules (dest),Supervisor,ABI,AUUID,Single identifier,,AUUID,,,,,
ABIREGDES,ABY,Synchronization rules (dest),Supervisor,ABI,CODREG,Rule,,ABV,,,[ABV]ABV0=[ABY]CODREG,Delete,
ABIREGDES,ABY,Synchronization rules (dest),Supervisor,ABI,CREDATTIM,Date time,,ADATIM,,,,,
ABIREGDES,ABY,Synchronization rules (dest),Supervisor,ABI,CREUSR,User,,AUS,,,[AUS]CODUSR=[ABY]CREUSR,Other,
ABIREGDES,ABY,Synchronization rules (dest),Supervisor,ABI,FLDDES,Field,,AVA,,,,,
ABIREGDES,ABY,Synchronization rules (dest),Supervisor,ABI,FORDES,Formula,,AFR,250.0,,,,
ABIREGDES,ABY,Synchronization rules (dest),Supervisor,ABI,NUMDES,Line number,,C,4.0,,,,
ABIREGDES,ABY,Synchronization rules (dest),Supervisor,ABI,TABDES,Destination table,,ABF,,,[ABF]ABF0=[ABY]TABDES,Block,
ABIREGDES,ABY,Synchronization rules (dest),Supervisor,ABI,UPDDATTIM,Date time,,ADATIM,,,,,
ABIREGDES,ABY,Synchronization rules (dest),Supervisor,ABI,UPDUSR,User,,AUS,,,[AUS]CODUSR=[ABY]UPDUSR,Other,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,ABRLNK,Abbreviation,11.0,ABR,,,,,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,ADXDOS,Folder,20.0,ADD,,,,,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,AJOUT,Addition,,M,4.0,1.0,,,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,ANNUL,Cancellation,,M,4.0,1.0,,,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,AUUID,Single identifier,,AUUID,,,,,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,CLELNK,Link key,11.0,ANX,,,,,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,CNDLIG,Line condition,,AFR,250.0,,,,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,CODACT,Activity code,,ACV,,,[ACV]CODACT=[ABV]CODACT,Block,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,CODREG,Rule,,ABV,,,[ABV]ABV0=[ABV]CODREG,Delete,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,CREDAT,Date created,,D,,,,,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,CREDATTIM,Date time,,ADATIM,,,,,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,CREUSR,Creation user,,AUS,,,[AUS]CODUSR=[ABV]CREUSR,Other,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,DESFLG,Deactivation,,M,4.0,1.0,,,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,EXPLNK,Link expression,11.0,A,80.0,,,,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,FILTRE,Filter,,AFR,250.0,,,,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,FLDDEC,Triggering field,,AVA,,,,,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,INDLEC,Key,,ANX,,,,,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,INTIT,Description,,ATX,,,,,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,MODIF,Modification,,M,4.0,1.0,,,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,MODULE,Module,,M,15.0,14.0,,,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,NBRDOS,No. folders,,ABS,,,,,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,NBRLNK,No. of tables,,ABS,,,,,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,TABLNK,Linked tables,11.0,A,12.0,,,,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,TABORG,Origin table,,ATB,,,[ATB]CODFIC=[ABV]TABORG,Block,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,TRTSPE,Specific,,ADC,,,,,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,TRTSPV,Vertical processing,,ADC,,,,,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,TRTSTD,Standard processing,,ADC,,,,,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,TYPLNK,Creation rule,,M,5.0,2916.0,,,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,TYPLNKTAB,Link type,11.0,M,8.0,2916.0,,,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,UPDDAT,Change date,,D,,,,,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,UPDDATTIM,Date time,,ADATIM,,,,,
ABIREGORG,ABV,Synchronisation rules,Supervisor,ABI,UPDUSR,Change user,,AUS,,,[AUS]CODUSR=[ABV]UPDUSR,Other,
ABIREPORT,ABO,Business objects reports,Supervisor,ABI,ACS,Access code,,ACS,,,[ACS]ACS0=[ABO]ACS,Block,
ABIREPORT,ABO,Business objects reports,Supervisor,ABI,ACV,Activity code,,ACV,,,[ACV]CODACT=[ABO]ACV,Block,
ABIREPORT,ABO,Business objects reports,Supervisor,ABI,AUUID,Single identifier,,AUUID,,,,,
ABIREPORT,ABO,Business objects reports,Supervisor,ABI,COD,Code,,ABO,,,[ABO]ABO0=[ABO]COD,Delete,
ABIREPORT,ABO,Business objects reports,Supervisor,ABI,CREDAT,Date created,,D,,,,,
ABIREPORT,ABO,Business objects reports,Supervisor,ABI,CREDATTIM,Date time,,ADATIM,,,,,
ABIREPORT,ABO,Business objects reports,Supervisor,ABI,CREUSR,Creation user,,AUS,,,[AUS]CODUSR=[ABO]CREUSR,Other,
ABIREPORT,ABO,Business objects reports,Supervisor,ABI,DATAM,Datamart,,ABM,,,[ABM]ABM0=[ABO]DATAM,Block,
ABIREPORT,ABO,Business objects reports,Supervisor,ABI,DES,Description,,ATX,,,,,
ABIREPORT,ABO,Business objects reports,Supervisor,ABI,DES1,Description,,ATX,,,,,
ABIREPORT,ABO,Business objects reports,Supervisor,ABI,DES2,Description,,ATX,,,,,
ABIREPORT,ABO,Business objects reports,Supervisor,ABI,DES3,Description,,ATX,,,,,
ABIREPORT,ABO,Business objects reports,Supervisor,ABI,ENAFLG,Active,,M,4.0,1.0,,,
ABIREPORT,ABO,Business objects reports,Supervisor,ABI,ETAREF,Reference,,M,4.0,1.0,,,
ABIREPORT,ABO,Business objects reports,Supervisor,ABI,LANREF,Reference language,,LAN,,,[TLA]TLA0=[ABO]LANREF,Block,
ABIREPORT,ABO,Business objects reports,Supervisor,ABI,MODULE,Module,,M,15.0,14.0,,,
ABIREPORT,ABO,Business objects reports,Supervisor,ABI,REPCOD,BO report,,A,50.0,,,,
ABIREPORT,ABO,Business objects reports,Supervisor,ABI,SHO,Short description,,ATX,,,,,
ABIREPORT,ABO,Business objects reports,Supervisor,ABI,UPDDAT,Change date,,D,,,,,
ABIREPORT,ABO,Business objects reports,Supervisor,ABI,UPDDATTIM,Date time,,ADATIM,,,,,
ABIREPORT,ABO,Business objects reports,Supervisor,ABI,UPDUSR,Change user,,AUS,,,[AUS]CODUSR=[ABO]UPDUSR,Other,
ABIREPORTD,ABQ,Business objects reports,Supervisor,ABI,AUUID,Single identifier,,AUUID,,,,,
ABIREPORTD,ABQ,Business objects reports,Supervisor,ABI,COD,Code,,ABO,,,[ABO]ABO0=[ABQ]COD,Delete,
ABIREPORTD,ABQ,Business objects reports,Supervisor,ABI,CREDATTIM,Date time,,ADATIM,,,,,
ABIREPORTD,ABQ,Business objects reports,Supervisor,ABI,CREUSR,User,,AUS,,,[AUS]CODUSR=[ABQ]CREUSR,Other,
ABIREPORTD,ABQ,Business objects reports,Supervisor,ABI,CTL,Control,,AFR,80.0,,,,
ABIREPORTD,ABQ,Business objects reports,Supervisor,ABI,DAC,Input,,M,15.0,1.0,,,
ABIREPORTD,ABQ,Business objects reports,Supervisor,ABI,INTEVAL,Evaluated title,,A,60.0,,,,
ABIREPORTD,ABQ,Business objects reports,Supervisor,ABI,LIG,Line,,C,4.0,,,,
ABIREPORTD,ABQ,Business objects reports,Supervisor,ABI,LNG,Length,,DCB,4.0,,,,
ABIREPORTD,ABQ,Business objects reports,Supervisor,ABI,MENLOC,Local menu number,,MNL,,,,,
ABIREPORTD,ABQ,Business objects reports,Supervisor,ABI,OPT,Options,,A,20.0,,,,
ABIREPORTD,ABQ,Business objects reports,Supervisor,ABI,PAR,Parameter,,AFR,80.0,,,,
ABIREPORTD,ABQ,Business objects reports,Supervisor,ABI,PARACS,Access code,,ACS,,,[ACS]ACS0=[ABQ]PARACS,Block,
ABIREPORTD,ABQ,Business objects reports,Supervisor,ABI,PARCTL,Control table,,ACL,,,[ACL]ACL0=[ABQ]PARCTL,Block,
ABIREPORTD,ABQ,Business objects reports,Supervisor,ABI,STREND,Range,,M,10.0,7854.0,,,
ABIREPORTD,ABQ,Business objects reports,Supervisor,ABI,TABDIV,Miscellaneous table,,ADV,,,[ADV]CODE=[ABQ]TABDIV,Block,
ABIREPORTD,ABQ,Business objects reports,Supervisor,ABI,TEX,Prompt text,,ATX,,,,,
ABIREPORTD,ABQ,Business objects reports,Supervisor,ABI,TYP,Data type,,ATY,,,[ATY]CODTYP=[ABQ]TYP,Block,
ABIREPORTD,ABQ,Business objects reports,Supervisor,ABI,TYPBO,Type,,M,15.0,7833.0,,,
ABIREPORTD,ABQ,Business objects reports,Supervisor,ABI,UPDDATTIM,Date time,,ADATIM,,,,,
ABIREPORTD,ABQ,Business objects reports,Supervisor,ABI,UPDUSR,User,,AUS,,,[AUS]CODUSR=[ABQ]UPDUSR,Other,
ABIREPORTD,ABQ,Business objects reports,Supervisor,ABI,VALDEF,Default value,,AFR,80.0,,,,
ABIREPORTID,ABOID,Business objects reports,Supervisor,ABI,AUUID,Single identifier,,AUUID,,,,,
ABIREPORTID,ABOID,Business objects reports,Supervisor,ABI,COD,Code,,ABO,,,[ABO]ABO0=[ABOID]COD,Delete,
ABIREPORTID,ABOID,Business objects reports,Supervisor,ABI,CREDAT,Date created,,D,,,,,
ABIREPORTID,ABOID,Business objects reports,Supervisor,ABI,CREDATTIM,Date time,,ADATIM,,,,,
